YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,State,District,Latitude,Longitude
2001,21,13,4,11,0,11,13,11,2,0,2,7,86,155,72,83,39,10,19,0,23,130,12,17,0,14,0,0,638,1214,Haryana,Rewari,28.19164714828897,76.55956007604564
2001,57,29,1,28,0,28,13,6,7,5,4,29,229,365,203,162,37,18,58,4,10,187,17,26,20,41,0,144,534,1856,Haryana,Rohtak,28.892517647058817,76.53123235294117
2001,37,33,5,17,0,17,18,7,11,2,1,5,194,240,108,132,24,14,43,1,6,349,12,23,0,98,0,1,645,1768,Haryana,Sirsa,29.63583446327684,74.90970480225988
2001,8,10,0,5,0,5,10,9,1,2,0,3,50,49,13,36,76,11,12,0,20,74,1,35,1,47,0,35,625,1074,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
2001,8,10,0,5,0,5,10,9,1,2,0,3,50,49,13,36,76,11,12,0,20,74,1,35,1,47,0,35,625,1074,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
2001,13,3,0,12,0,12,17,15,2,0,0,1,92,29,4,25,6,5,8,0,8,63,0,23,1,21,0,40,213,555,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366
2001,2,5,1,3,0,3,3,3,0,0,0,1,29,17,1,16,26,5,11,0,7,178,1,17,2,33,0,44,362,747,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594
2001,2,5,1,3,0,3,3,3,0,0,0,1,29,17,1,16,26,5,11,0,7,178,1,17,2,33,0,44,362,747,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789
2001,24,16,3,18,0,18,30,21,9,1,0,4,146,108,26,82,125,1,29,1,26,280,1,43,0,58,0,2,1119,2035,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173
2001,5,0,0,6,0,6,3,3,0,0,0,0,24,2,0,2,4,2,0,0,1,4,0,4,0,2,0,26,64,147,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
2001,13,1,0,13,0,13,7,6,1,0,0,1,50,17,5,12,27,3,7,1,6,36,0,12,0,2,0,36,398,630,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
2001,18,8,0,16,0,16,11,10,1,0,0,3,107,64,18,46,83,6,22,0,34,218,0,59,4,56,0,75,963,1747,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
2001,14,13,2,18,0,18,13,11,2,0,0,7,170,188,42,146,122,13,31,0,13,89,2,50,1,31,0,60,1127,1964,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
2001,3,5,0,10,0,10,13,11,2,0,0,4,37,27,8,19,56,2,12,0,4,60,3,33,4,22,0,47,361,703,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493
2001,11,8,4,12,0,12,13,10,3,0,0,1,77,59,16,43,62,17,7,0,9,279,2,23,1,24,0,45,476,1130,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
2001,6,6,1,9,0,9,5,5,0,1,0,2,57,38,9,29,38,4,6,0,5,121,0,11,0,20,0,64,319,713,Himachal Pradesh,Una,31.58330388349513,76.18353932038836
2001,104,147,0,7,0,7,15,15,0,2,0,6,19,18,0,18,17,6,4,0,40,13,0,6,2,1,0,18,202,627,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518
2001,27,82,6,13,0,13,43,43,0,0,0,4,238,479,210,269,103,10,62,5,13,58,5,40,94,26,0,112,2187,3607,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991
2001,0,0,0,0,0,0,2,1,1,0,0,0,2,6,3,3,5,0,0,0,3,1,0,1,0,0,0,0,62,82,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312
2001,16,28,1,13,0,13,11,10,1,1,0,2,50,37,4,33,43,0,8,0,15,28,3,14,4,1,0,65,477,817,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404
2001,46,90,0,7,0,7,37,33,4,1,0,27,66,144,16,128,127,3,10,1,23,9,0,19,12,0,0,0,261,883,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118
2001,63,49,8,8,0,8,115,102,13,6,0,59,382,490,333,157,158,7,102,5,64,18,0,207,88,2,0,0,1211,3042,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288
2001,21,28,1,10,0,10,15,14,1,0,0,2,70,117,11,106,46,4,8,0,6,21,2,12,11,9,0,3,624,1010,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511
2001,70,75,2,26,0,26,38,32,6,38,2,66,108,435,35,400,119,16,17,21,13,74,25,24,2,45,0,76,644,1936,Jharkhand,Bokaro,23.6814965034965,85.98398374125864
2001,40,10,0,6,0,6,10,3,7,23,0,15,30,80,8,72,90,0,13,0,1,0,7,0,0,6,0,0,417,748,Jharkhand,Chatra,24.11619945750453,84.93295804701627
2001,47,82,4,22,0,22,7,0,7,13,2,15,66,129,29,100,118,8,14,0,11,259,10,13,1,10,0,0,275,1106,Jharkhand,Deoghar,24.33070100755672,86.75697632241814
2001,97,31,7,32,0,32,57,45,12,56,8,48,203,546,43,503,205,11,77,0,14,318,30,47,0,18,0,15,1096,2916,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185
2001,63,32,4,27,0,27,24,0,24,11,2,8,48,66,36,30,75,14,8,0,16,263,3,20,0,23,0,18,291,1016,Jharkhand,Dumka,24.275006125574265,87.27662450229711
2001,32,6,6,11,0,11,5,2,3,19,0,17,32,54,15,39,113,2,15,0,12,125,15,0,0,5,0,0,319,788,Jharkhand,Garhwa,24.082114689265527,83.68664265536722
2001,63,65,6,42,0,42,15,10,5,56,0,27,116,111,56,55,173,18,49,0,21,38,30,13,0,57,0,65,953,1918,Jharkhand,Giridih,24.30578509874329,86.08710915619386
2001,61,0,0,37,0,37,30,26,4,24,0,18,66,70,49,21,90,0,3,0,0,0,1,0,0,0,0,0,630,1030,Jharkhand,Godda,24.8189,87.2941735483871
2001,136,18,7,29,0,29,16,11,5,30,0,44,31,56,39,17,40,4,7,0,0,0,0,2,0,10,1,0,227,658,Jharkhand,Gumla,23.078532948929148,84.55056787479396
2001,22,30,0,18,0,18,14,11,3,6,2,9,21,68,24,44,61,2,10,0,3,146,5,13,0,20,0,2,21,473,Jharkhand,Jamtara,23.97873318077801,86.95325080091534
2001,21,18,1,2,0,2,14,2,12,13,0,15,27,77,3,74,80,16,17,0,3,18,11,8,1,29,0,45,251,667,Jharkhand,Koderma,24.556719434628963,85.7169091872792
2001,54,8,5,12,0,12,4,2,2,44,3,9,13,48,15,33,27,2,0,0,0,0,6,0,0,0,0,0,145,380,Jharkhand,Latehar,23.72511185840708,84.48298743362837
2001,31,19,0,23,0,23,7,0,7,11,0,5,13,37,29,8,39,6,19,0,7,5,7,0,0,18,0,0,236,483,Jharkhand,Pakur,24.57260428082189,87.69691969178076
2001,73,52,3,15,0,15,14,2,12,43,3,32,71,94,20,74,160,21,5,0,23,343,18,8,0,28,1,38,416,1461,Jharkhand,Palamu,24.196925968109337,84.20310842824594
2001,243,65,18,73,0,73,1,1,0,81,4,140,2,647,97,550,66,47,55,0,10,21,4,24,1,78,0,0,22,1602,Jharkhand,Ranchi,23.184235061391547,85.31781937244203
2001,49,2,2,17,0,17,12,12,0,13,10,27,3,14,0,14,5,0,2,1,0,1,1,0,0,0,0,0,88,247,Jharkhand,Simdega,22.608760391198054,84.59193691931536
2001,59,34,10,2,0,2,17,7,10,2,0,3,47,105,27,78,218,6,18,2,12,315,1,39,0,50,0,0,770,1710,Karnataka,Bagalkot,16.15860676328503,75.64526070853468
2001,137,86,2,13,0,13,37,10,27,23,0,32,405,533,92,441,358,22,60,2,39,1097,30,90,0,123,0,0,2120,5209,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169
2001,120,55,2,8,0,8,27,12,15,19,0,47,212,386,139,247,389,17,102,1,25,1002,4,62,0,125,0,21,2429,5053,Karnataka,Belgaum,16.16107219152853,74.72329042357275
2001,58,41,1,16,0,16,14,11,3,5,0,20,179,303,75,228,260,9,19,1,13,709,5,82,0,49,0,0,1445,3229,Karnataka,Bellary,15.074377548209377,76.47228471074374
2001,48,58,4,7,0,7,19,10,9,7,2,36,154,202,45,157,163,7,33,0,21,1015,2,90,3,51,0,0,2449,4371,Karnataka,Bidar,17.950361730769224,77.19459961538459
2001,51,47,4,6,0,6,24,19,5,5,0,21,108,202,34,168,396,5,19,3,34,695,1,65,0,92,0,0,1163,2941,Karnataka,Bijapur,16.84015316666667,75.95909166666665
2001,31,22,0,18,0,18,4,0,4,8,0,20,115,145,38,107,269,7,22,1,8,717,2,48,0,35,0,0,1219,2691,Karnataka,Chitradurga,14.29102220394736,76.57821957236843
2001,58,39,6,22,0,22,23,13,10,5,1,26,246,332,114,218,297,12,46,3,1,684,8,84,5,77,0,1,1325,3301,Karnataka,Davanagere,14.330414586709884,75.91723841166937
2001,22,17,1,2,0,2,4,2,2,4,0,13,55,55,16,39,109,4,23,1,1,165,3,10,0,18,0,0,392,899,Karnataka,Gadag,15.507128256880746,75.64861302752298
2001,95,83,3,20,0,20,35,21,14,10,3,61,246,268,55,213,423,6,68,0,25,1148,6,143,1,104,0,0,1421,4169,Karnataka,Gulbarga,17.070459515951594,76.87503850385033
2001,64,69,0,20,0,20,17,0,17,5,0,23,162,268,59,209,210,9,17,0,0,1483,4,75,1,68,0,0,1544,4039,Karnataka,Hassan,12.945098749999998,76.11049549999997
2001,24,17,4,3,0,3,12,11,1,7,0,10,85,111,21,90,260,9,20,2,0,393,5,42,0,32,0,0,1175,2211,Karnataka,Haveri,14.737582809224318,75.3961230607966
2001,26,33,2,4,0,4,4,4,0,1,0,3,105,87,11,76,170,2,6,6,3,350,4,22,0,14,0,0,459,1301,Karnataka,Kodagu,12.39684468085106,75.79336595744688
2001,69,72,4,17,0,17,21,18,3,3,0,25,156,284,63,221,373,9,48,1,0,664,18,42,0,39,0,0,1385,3230,Karnataka,Kolar,13.312799881235172,78.01376947743476
2001,23,33,0,6,0,6,12,12,0,3,0,8,71,120,17,103,166,2,21,1,5,279,5,40,1,23,0,0,587,1406,Karnataka,Koppal,15.651253271028034,76.1617048598131
2001,67,47,3,15,0,15,9,1,8,2,0,28,195,328,53,275,280,7,30,2,0,1431,7,50,0,72,0,0,2234,4807,Karnataka,Mandya,12.574901806239744,76.81570098522172
2001,33,38,9,12,0,12,11,5,6,4,3,13,137,150,46,104,261,8,94,1,15,602,1,63,4,52,0,16,857,2384,Karnataka,Raichur,16.050795353982295,76.87368606194688
2001,56,48,1,12,0,12,14,10,4,1,0,15,206,292,100,192,260,4,31,1,20,1148,6,65,0,134,0,0,1864,4178,Karnataka,Shimoga,14.063845885634592,75.17882078103197
2001,80,55,4,6,0,6,21,4,17,10,1,27,237,389,92,297,234,13,26,3,69,1099,28,53,0,44,0,4,1738,4141,Karnataka,Tumkur,13.592467760074973,77.02297966260545
2001,16,14,0,2,0,2,2,0,2,1,0,12,93,112,39,73,107,4,15,1,5,304,0,16,2,16,0,6,1231,1959,Karnataka,Udupi,13.450404228534568,74.72009990316337
2001,44,67,7,38,0,38,20,7,13,25,0,80,592,1264,294,970,626,22,267,12,25,1756,3,162,3,161,0,0,9669,14843,Kerala,Ernakulam,10.004879301987431,76.26957729035381
2001,33,30,1,34,0,34,0,0,0,3,0,16,240,254,39,215,301,55,78,0,10,1726,0,145,16,127,0,0,2352,5421,Kerala,Idukki,9.80480963855423,77.04586641566264
2001,26,58,4,42,0,42,12,7,5,1,0,18,277,213,75,138,831,17,183,8,6,1175,0,77,7,157,0,0,2776,5888,Kerala,Kannur,11.941523076923056,75.35209891725934
2001,41,65,21,55,0,55,16,9,7,13,0,62,334,291,120,171,575,16,120,14,63,2398,3,235,0,315,0,0,4645,9282,Kerala,Kollam,8.929388820570157,76.6360775852431
2001,34,26,3,22,0,22,18,12,6,2,0,54,319,373,125,248,347,25,252,8,17,1763,2,125,8,82,0,0,3602,7082,Kerala,Kottayam,9.643701174068417,76.46059673302705
2001,34,35,8,39,0,39,12,10,2,28,1,15,448,428,153,275,1127,26,302,6,391,1035,2,118,8,319,0,0,4012,8394,Kerala,Kozhikode,11.392924270557026,75.71158720159153
2001,23,33,5,71,0,71,17,4,13,6,0,11,288,340,157,183,663,40,211,14,30,1119,3,92,3,448,0,0,4011,7428,Kerala,Malappuram,10.97329875666072,75.93910775606876
2001,45,57,14,63,0,63,14,10,4,11,0,30,342,315,120,195,608,66,159,5,67,1629,5,112,10,215,0,0,2749,6516,Kerala,Palakkad,10.784926903553291,76.49980490693744
2001,42,79,20,42,0,42,18,9,9,14,0,82,406,516,188,328,577,40,390,11,4,1329,2,223,16,198,0,0,6456,10465,Kerala,Thrissur,10.458932647907687,76.12321940836945
2001,56,43,8,87,0,87,11,11,0,0,5,7,229,226,21,205,42,10,10,0,18,568,3,157,12,72,0,51,1310,2925,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796
2001,41,30,3,34,0,34,2,2,0,2,2,18,130,237,30,207,35,6,5,1,10,795,5,81,9,18,0,71,473,2008,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673
2001,56,48,1,95,0,95,19,16,3,0,0,18,199,246,33,213,9,6,15,0,16,521,7,135,4,71,0,59,1112,2637,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117
2001,63,97,2,31,0,31,47,20,27,3,8,28,223,283,25,258,99,9,28,1,17,851,34,80,2,54,0,88,1313,3361,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653
2001,61,109,0,106,0,106,55,48,7,8,6,99,852,1351,425,926,77,33,192,0,8,652,15,252,56,132,0,272,9372,13708,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679
2001,54,72,1,65,0,65,28,23,5,4,4,42,240,163,0,163,104,0,36,0,20,445,20,193,10,46,0,96,1718,3361,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374
2001,78,51,2,93,0,93,18,16,2,0,1,18,165,239,66,173,26,16,67,0,26,1085,10,203,32,109,0,98,1335,3672,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254
2001,43,78,0,66,0,66,18,10,8,3,1,24,114,188,20,168,54,3,18,0,32,1042,28,189,0,58,0,0,920,2879,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588
2001,50,112,0,78,0,78,20,11,9,10,1,67,367,677,115,562,119,16,22,0,39,508,15,279,80,96,0,107,2376,5039,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157
2001,89,99,0,68,0,68,22,18,4,6,10,35,285,651,72,579,48,33,25,0,28,635,41,168,21,88,0,0,2558,4910,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698
2001,13,4,0,20,0,20,2,2,0,0,0,2,52,44,7,37,6,5,6,0,4,119,0,53,6,4,0,14,467,821,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911
2001,71,72,4,124,0,124,17,15,2,9,12,50,448,350,46,304,171,14,27,0,35,1602,7,317,22,95,0,116,2438,6001,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791
2001,84,168,5,59,0,59,46,22,24,4,5,144,939,925,305,620,170,22,81,0,25,1084,20,139,8,49,0,189,2680,6846,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713
2001,14,12,0,28,0,28,2,2,0,1,0,3,43,74,10,64,23,0,9,0,8,109,9,35,0,27,0,0,349,746,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435
2001,53,57,27,65,0,65,16,13,3,0,0,31,253,286,51,235,33,8,25,0,13,479,9,109,6,31,0,0,1240,2741,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929
2001,111,133,1,84,0,84,50,35,15,5,10,112,874,2708,1360,1348,129,59,149,3,29,1306,25,215,63,161,0,269,6567,13063,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502
2001,103,167,28,108,0,108,33,20,13,0,3,126,596,887,300,587,112,14,40,0,15,2024,28,264,50,81,0,186,3468,8333,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981
2001,124,119,3,44,0,44,83,80,3,5,5,20,163,269,13,256,74,5,10,0,45,634,5,127,4,24,0,0,1653,3416,Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468
2001,51,37,1,25,0,25,9,3,6,0,0,29,168,239,56,183,33,1,26,0,8,816,11,106,12,59,0,64,590,2285,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127
2001,35,13,0,64,0,64,9,9,0,2,0,11,190,116,20,96,18,2,29,0,15,444,4,151,19,46,0,40,914,2122,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753
2001,28,33,1,41,0,41,15,8,7,3,0,32,197,444,96,348,56,14,27,2,27,345,4,102,11,30,0,76,1128,2616,Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759
2001,63,99,2,35,0,35,35,18,17,16,3,76,381,564,88,476,198,4,13,0,19,929,29,77,2,34,0,111,2539,5229,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724
2001,38,49,0,70,0,70,7,4,3,1,1,11,121,149,26,123,32,1,10,0,24,832,22,156,16,40,0,51,680,2311,Madhya Pradesh,Narsinghpur,22.951344683026598,79.002024233129
2001,17,18,0,37,0,37,16,7,9,5,0,15,203,376,52,324,65,24,32,3,18,391,1,83,18,62,0,51,773,2208,Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664
2001,24,26,0,44,0,44,11,10,1,1,0,10,145,99,4,95,54,1,10,1,11,62,19,104,2,31,0,26,1240,1921,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752
2001,39,79,9,79,0,79,11,9,2,5,0,27,116,187,12,175,59,6,7,1,18,460,20,194,31,50,0,10,1601,3009,Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909
2001,42,68,1,95,0,95,12,9,3,4,0,35,135,218,34,184,161,7,13,0,51,538,7,196,26,49,0,93,1967,3718,Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116
2001,58,60,0,70,0,70,21,13,8,5,6,54,233,468,102,366,42,13,37,1,17,448,4,125,28,53,0,69,1530,3342,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909
2001,53,54,0,31,0,31,26,18,8,6,2,67,706,410,110,300,149,1,23,0,31,445,18,105,2,56,0,127,2291,4603,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183
2001,84,122,0,141,0,141,30,16,14,4,0,53,473,497,22,475,151,10,56,1,51,2669,29,509,0,142,0,106,2553,7681,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273
2001,49,48,0,58,0,58,16,5,11,3,2,52,588,495,125,370,87,4,12,0,34,822,19,157,6,65,0,125,2121,4763,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598
2001,40,25,3,52,0,52,3,2,1,1,1,6,122,161,19,142,49,8,19,0,7,344,10,106,23,25,0,73,1065,2143,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111
2001,57,28,4,63,0,63,13,13,0,2,1,34,464,390,52,338,44,17,19,0,26,433,9,216,3,87,0,0,2252,4162,Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442
2001,42,46,1,90,0,90,13,8,5,1,3,47,273,588,95,493,92,11,28,0,35,744,8,153,36,65,0,59,1328,3663,Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885
2001,24,30,2,21,0,21,18,3,15,4,4,10,54,94,9,85,38,7,8,0,4,321,6,52,0,14,0,15,327,1053,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484
2001,88,63,2,72,0,72,20,11,9,5,11,48,272,255,217,38,140,11,27,0,38,792,14,172,2,26,0,162,2101,4321,Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549
2001,36,21,2,42,0,42,33,30,3,9,1,15,315,346,18,328,33,2,25,2,23,561,27,105,2,66,0,89,1753,3508,Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498
2001,53,46,3,86,0,86,7,4,3,6,2,46,154,172,11,161,90,0,12,0,26,878,15,177,2,27,0,64,1212,3078,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428
2001,84,163,1,59,0,59,44,33,11,6,1,79,826,1387,265,1122,133,24,64,3,38,744,7,161,33,109,0,52,3623,7641,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058
2001,47,56,0,112,0,112,10,6,4,0,4,20,174,268,41,227,77,5,26,0,35,880,13,245,22,56,0,49,1536,3635,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563
2001,97,41,1,44,0,44,37,25,12,20,6,104,312,715,168,547,266,37,59,7,44,575,0,74,2,496,0,479,975,4391,Maharashtra,Ahmednagar,19.21759903201788,74.69220260610572
2001,64,41,0,15,0,15,15,14,1,9,0,41,298,735,81,654,99,15,59,16,48,836,2,109,7,189,0,116,1306,4020,Maharashtra,Akola,20.746310479041902,77.12122320359276
2001,32,22,3,39,0,39,4,1,3,2,0,15,195,402,27,375,63,12,19,1,55,392,5,71,37,60,0,90,733,2252,Maharashtra,Bhandara,21.211792649727748,80.10950199637024
2001,49,26,4,43,0,43,10,7,3,8,0,36,253,572,57,515,110,21,35,1,39,538,2,102,28,144,0,180,922,3123,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388
2001,48,25,1,16,0,16,6,6,0,7,3,13,96,360,56,304,86,20,36,0,22,338,6,17,8,127,0,189,616,2040,Maharashtra,Dhule,21.274018690400517,74.58719071837263
2001,36,27,0,20,0,20,9,8,1,4,2,39,119,241,24,217,96,6,20,0,33,471,2,44,4,134,0,61,473,1841,Maharashtra,Hingoli,19.59525302245251,77.09239412780653
2001,83,44,0,19,0,19,16,12,4,16,5,30,238,557,72,485,157,41,119,0,22,721,5,76,31,389,0,259,1186,4014,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695
2001,43,24,0,16,0,16,12,8,4,13,1,46,209,345,48,297,120,13,38,0,38,675,5,56,7,172,0,109,587,2529,Maharashtra,Jalna,19.984612534818933,75.98473607242339
2001,54,33,3,26,0,26,21,13,8,11,3,32,299,561,164,397,129,35,71,2,20,516,19,46,7,80,0,279,915,3162,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648
2001,42,17,0,7,0,7,22,22,0,3,2,31,157,281,58,223,211,20,45,2,28,992,38,50,7,150,0,134,805,3044,Maharashtra,Latur,18.348687268993856,76.75812607802874
2001,80,66,4,23,0,23,41,36,5,21,11,93,426,539,73,466,217,40,128,0,67,1480,21,85,22,202,0,127,1655,5348,Maharashtra,Nanded,19.209316983017,77.6829048951049
2001,44,20,0,16,0,16,6,6,0,4,0,5,68,132,19,113,80,12,13,0,4,240,2,27,1,78,0,59,268,1079,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429
2001,48,13,1,16,0,16,8,7,1,8,1,29,189,349,45,304,101,17,34,0,26,903,2,52,6,102,0,171,626,2702,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809
2001,49,28,0,25,0,25,22,16,6,5,2,43,143,230,18,212,148,14,42,1,31,994,1,57,10,120,0,70,440,2475,Maharashtra,Parbhani,19.31032425249168,76.70163338870431
2001,17,5,1,10,0,10,8,4,4,3,2,14,97,256,34,222,69,18,20,1,17,232,0,32,19,62,0,119,429,1431,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404
2001,85,24,1,32,0,32,18,8,10,8,3,27,225,515,97,418,128,31,55,0,47,566,12,54,22,96,0,263,787,2999,Maharashtra,Sangli,17.154930181086502,74.70713822937628
2001,57,19,0,32,0,32,12,7,5,6,2,20,266,464,127,337,93,43,91,2,24,487,13,49,9,179,0,387,1210,3465,Maharashtra,Satara,17.6737908974359,74.18052064102558
2001,14,4,1,7,0,7,2,2,0,1,0,4,125,106,17,89,17,12,13,1,11,171,0,20,13,8,0,66,225,821,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343
2001,60,25,4,35,0,35,12,12,0,6,0,20,266,592,30,562,174,15,29,0,27,757,9,98,35,89,0,139,1051,3443,Maharashtra,Wardha,20.80743024390242,78.57259105691062
2001,29,21,3,15,0,15,13,13,0,7,0,17,121,409,21,388,65,5,5,0,22,396,10,60,10,116,0,61,441,1826,Maharashtra,Washim,20.282282394366213,77.25502394366208
2001,56,45,10,56,0,56,37,31,6,3,1,33,232,788,67,721,106,17,45,1,25,978,12,125,27,177,0,179,1204,4157,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479
2001,29,25,1,1,0,1,3,3,0,3,0,2,6,11,1,10,11,3,3,1,7,21,0,0,0,1,0,0,98,226,Manipur,Bishnupur,24.50712111801243,93.8246236024845
2001,7,7,0,0,0,0,1,1,0,16,0,4,2,1,0,1,0,1,1,0,1,13,0,0,0,0,0,0,20,74,Manipur,Chandel,24.2635812987013,94.09443844155844
2001,35,21,0,1,0,1,0,0,0,0,0,0,4,12,1,11,0,0,3,3,3,3,0,0,0,0,0,0,47,132,Manipur,Churachandpur,24.30309718875504,93.38671506024085
2001,27,10,0,0,0,0,6,0,6,0,0,1,2,9,0,9,2,3,1,1,2,1,0,0,0,0,0,0,111,176,Manipur,Senapati,25.08465586034914,94.03366234413956
2001,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,3,2,0,0,0,0,0,1,0,14,Manipur,Tamenglong,24.98312942238265,93.49450740072204
2001,32,32,0,4,0,4,22,14,8,0,17,6,8,20,1,19,11,2,17,1,13,56,0,1,0,0,0,5,156,403,Manipur,Thoubal,24.545392553191498,93.97959893617023
2001,4,1,0,0,0,0,1,1,0,0,0,3,2,11,0,11,0,0,0,0,0,4,0,1,0,0,0,0,16,43,Manipur,Ukhrul,25.05900314960629,94.44129566929138
2001,35,3,0,7,0,7,6,4,2,17,0,7,8,30,0,30,1,2,2,0,2,21,0,3,0,0,0,0,70,214,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298
2001,22,2,1,2,0,2,8,2,6,15,0,12,10,22,2,20,0,0,3,0,1,10,0,2,0,0,0,0,66,176,Meghalaya,Ri-Bhoi,25.89706600441498,91.8451615894039
2001,12,6,4,26,0,26,0,0,0,0,0,8,265,562,9,553,1,16,45,6,16,39,0,13,0,1,0,12,94,1126,Mizoram,Aizawl,23.90781335453101,92.85359459459472
2001,2,1,0,7,0,7,1,0,1,0,0,0,37,51,1,50,0,2,8,2,1,15,0,7,0,0,0,0,69,203,Mizoram,Champhai,23.54166580976866,93.24221799485862
2001,3,1,1,6,0,6,0,0,0,0,0,0,19,83,1,82,1,4,5,1,6,11,0,15,0,0,0,7,53,216,Mizoram,Kolasib,24.2020004347826,92.73470391304348
2001,2,0,0,2,0,2,0,0,0,1,0,0,10,25,0,25,0,0,2,0,1,5,0,0,0,0,0,0,112,160,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753
2001,5,4,0,3,0,3,0,0,0,1,0,0,47,120,5,115,0,1,5,0,0,5,0,11,0,0,0,0,27,229,Mizoram,Lunglei,23.007717036172675,92.63512555425892
