Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs),State,District,Latitude,Longitude
46,2010 (2004),1,Andhra Pradesh,East Godavari,55821,90293,25.53,27.28,60916,96643,27.86,29.2,101909,144075,46.61,43.53,218646,331011,65,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511
46,2011 (2004),1,Andhra Pradesh,East Godavari,57810,94983,25.14,25.9,63876,108716,27.78,29.65,108246,163016,47.08,44.45,229932,366714,71,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511
46,2012 (2004),1,Andhra Pradesh,East Godavari,61960,108785,25.87,26.44,62923,115615,26.27,28.1,114596,186996,47.85,45.45,239479,411395,79,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511
46,2013 (2004),1,Andhra Pradesh,East Godavari,65850,122095,26.46,26.7,63925,123701,25.68,27.05,119132,211445,47.86,46.24,248906,457241,88,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511
47,2007 (2004),1,Andhra Pradesh,West Godavari,44835,54414,33.66,34.31,28144,34670,21.13,21.86,60225,69530,45.21,43.84,133204,158614,41,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2008 (2004),1,Andhra Pradesh,West Godavari,44532,61601,31.88,33.63,30580,41572,21.89,22.7,64591,79987,46.23,43.67,139704,183160,47,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2009 (2004),1,Andhra Pradesh,West Godavari,50141,78299,32.99,36.32,31187,44215,20.52,20.51,70659,93084,46.49,43.17,151986,215598,55,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2010 (2004),1,Andhra Pradesh,West Godavari,54319,100187,32.02,37.32,35001,54232,20.63,20.2,80330,114022,47.35,42.48,169650,268440,68,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2011 (2004),1,Andhra Pradesh,West Godavari,53204,102086,29.77,34.32,40128,65835,22.45,22.13,85393,129510,47.78,43.54,178725,297431,76,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2012 (2004),1,Andhra Pradesh,West Godavari,55456,117187,29.93,34.88,39085,69090,21.09,20.56,90756,149728,48.98,44.56,185296,336005,85,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
47,2013 (2004),1,Andhra Pradesh,West Godavari,57317,130673,29.82,34.75,39809,73949,20.71,19.67,95065,171384,49.46,45.58,192191,376007,95,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196
48,2007 (2004),1,Andhra Pradesh,Krishna,42351,50218,25.9,25.98,36836,46627,22.52,24.12,84356,96437,51.58,49.89,163542,193282,44,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2008 (2004),1,Andhra Pradesh,Krishna,43705,58776,25.12,26.04,39908,56401,22.94,24.99,90387,110552,51.95,48.98,174000,225729,51,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2009 (2004),1,Andhra Pradesh,Krishna,46553,70344,25.19,27.35,41128,61247,22.25,23.81,97132,125655,52.56,48.85,184813,257246,58,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2010 (2004),1,Andhra Pradesh,Krishna,52930,93375,25.49,29.29,44447,73692,21.4,23.12,110297,151725,53.11,47.59,207674,318792,71,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2011 (2004),1,Andhra Pradesh,Krishna,53597,97348,24.23,27.23,50555,88550,22.86,24.77,117028,171541,52.91,47.99,221179,357439,79,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2012 (2004),1,Andhra Pradesh,Krishna,57149,113238,24.71,27.92,50814,96549,21.97,23.81,123349,195760,53.33,48.27,231312,405547,89,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
48,2013 (2004),1,Andhra Pradesh,Krishna,60397,128335,25.02,28.2,51782,104101,21.45,22.87,129254,222683,53.54,48.93,241433,455118,99,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413
49,2007 (2004),1,Andhra Pradesh,Guntur,57738,70407,30.7,31.28,46465,58093,24.71,25.81,83848,96603,44.59,42.91,188051,225104,48,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2008 (2004),1,Andhra Pradesh,Guntur,56855,79185,29.11,30.83,49250,67826,25.22,26.41,89201,109822,45.67,42.76,195305,256833,54,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2009 (2004),1,Andhra Pradesh,Guntur,56956,89253,27.87,31.07,50706,72896,24.82,25.38,96665,125108,47.31,43.55,204328,287257,60,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2010 (2004),1,Andhra Pradesh,Guntur,53374,98151,24.21,29.02,56153,88036,25.47,26.02,110937,152090,50.32,44.96,220464,338276,70,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2011 (2004),1,Andhra Pradesh,Guntur,52510,100407,22.24,26.32,65498,108490,27.74,28.44,118131,172623,50.03,45.25,236138,381520,78,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2012 (2004),1,Andhra Pradesh,Guntur,54934,115634,22.47,27.0,64579,115312,26.41,26.92,125007,197406,51.12,46.08,244520,428352,87,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
49,2013 (2004),1,Andhra Pradesh,Guntur,56985,129387,22.46,27.2,65073,121634,25.65,25.57,131685,224620,51.9,47.22,253742,475640,95,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885
51,2007 (2004),1,Andhra Pradesh,Kurnool,30338,37357,26.01,26.37,30525,39684,26.17,28.02,55787,64600,47.82,45.61,116649,141641,37,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2008 (2004),1,Andhra Pradesh,Kurnool,29492,41469,24.74,26.11,30597,44176,25.67,27.82,59100,73153,49.59,46.07,119188,158798,41,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2009 (2004),1,Andhra Pradesh,Kurnool,28248,44617,23.07,25.57,31787,48492,25.97,27.79,62386,81406,50.96,46.65,122421,174515,44,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2010 (2004),1,Andhra Pradesh,Kurnool,27843,52305,20.65,24.87,34597,57721,25.66,27.44,72371,100323,53.68,47.69,134810,210350,53,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2011 (2004),1,Andhra Pradesh,Kurnool,26851,53156,19.11,22.96,37442,66209,26.65,28.59,76191,112196,54.24,48.45,140483,231561,57,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2012 (2004),1,Andhra Pradesh,Kurnool,27683,60758,18.81,23.14,38805,73777,26.36,28.09,80711,128081,54.83,48.77,147198,262616,64,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
51,2013 (2004),1,Andhra Pradesh,Kurnool,28281,67248,18.52,23.06,38377,76649,25.13,26.28,86083,147720,56.36,50.66,152741,291616,70,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717
54,2007 (2004),1,Andhra Pradesh,Chittoor,18786,23143,17.38,17.86,31935,41193,29.54,31.78,57380,65275,53.08,50.36,108100,129611,33,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2008 (2004),1,Andhra Pradesh,Chittoor,18366,25739,16.08,17.2,33825,48711,29.61,32.55,62047,75208,54.31,50.25,114237,149657,37,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2009 (2004),1,Andhra Pradesh,Chittoor,15062,23501,12.64,14.24,35706,54336,29.96,32.93,68426,87148,57.41,52.82,119194,164985,40,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2010 (2004),1,Andhra Pradesh,Chittoor,17355,32488,12.76,15.75,39119,66096,28.77,32.04,79512,107712,58.47,52.21,135986,206295,50,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2011 (2004),1,Andhra Pradesh,Chittoor,15998,31792,10.96,13.56,44595,79502,30.54,33.91,85407,123167,58.5,52.53,146000,234461,56,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2012 (2004),1,Andhra Pradesh,Chittoor,15768,34729,10.37,13.25,45270,86803,29.78,33.11,90966,140663,59.84,53.65,152005,262195,62,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
54,2013 (2004),1,Andhra Pradesh,Chittoor,15397,36658,9.74,12.58,45849,92822,29.01,31.85,96790,161942,61.25,55.57,158036,291421,68,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037
55,2007 (2004),20,Telangana,Hyderabad,576,677,0.13,0.13,136525,166190,29.71,31.46,322379,361382,70.16,68.41,459480,528249,136,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2008 (2004),20,Telangana,Hyderabad,556,726,0.11,0.12,151502,201851,29.74,32.0,357378,428118,70.15,67.88,509435,630695,161,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2009 (2004),20,Telangana,Hyderabad,536,771,0.1,0.11,153341,209764,29.42,30.94,367377,467533,70.48,68.95,521254,678067,173,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2010 (2004),20,Telangana,Hyderabad,564,931,0.1,0.12,173464,255679,30.16,31.9,401102,544986,69.74,67.99,575130,801597,204,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2011 (2004),20,Telangana,Hyderabad,540,916,0.08,0.1,202402,318475,31.68,33.86,435882,621058,68.23,66.04,638824,940449,238,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2012 (2004),20,Telangana,Hyderabad,545,978,0.08,0.1,196858,332214,30.24,32.49,453610,689470,69.68,67.42,651013,1022662,259,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
55,2013 (2004),20,Telangana,Hyderabad,548,1022,0.08,0.09,198667,349116,28.79,29.78,490895,822363,71.13,70.14,690110,1172500,296,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888
56,2007 (2004),20,Telangana,Nizamabad,30957,38008,35.33,36.04,19699,24830,22.48,23.54,36975,42636,42.19,40.42,87631,105474,43,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2008 (2004),20,Telangana,Nizamabad,32940,46336,35.25,37.24,21153,29616,22.63,23.8,39365,48473,42.12,38.96,93458,124425,50,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2009 (2004),20,Telangana,Nizamabad,31048,49122,32.6,36.16,21739,31963,22.83,23.53,42444,54781,44.57,40.32,95232,135865,54,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2010 (2004),20,Telangana,Nizamabad,39526,74723,35.14,41.4,23752,38596,21.12,21.38,49199,67181,43.74,37.22,112477,180500,71,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2011 (2004),20,Telangana,Nizamabad,40186,79681,34.27,40.29,24769,41980,21.13,21.22,52292,76127,44.6,38.49,117247,197787,78,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2012 (2004),20,Telangana,Nizamabad,43705,96268,35.39,42.24,24384,44633,19.75,19.58,55405,87033,44.86,38.18,123494,227934,89,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
56,2013 (2004),20,Telangana,Nizamabad,47110,112797,36.14,43.5,24649,47406,18.91,18.28,58610,99120,44.96,38.22,130369,259323,100,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035
57,2007 (2004),20,Telangana,Medak,26112,32234,29.96,30.77,21679,27154,24.87,25.92,39374,45354,45.17,43.3,87165,104742,37,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2008 (2004),20,Telangana,Medak,26720,37784,28.92,30.94,23268,32228,25.18,26.39,42420,52106,45.91,42.67,92408,122119,42,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2009 (2004),20,Telangana,Medak,25425,40468,27.12,30.69,23735,34331,25.32,26.04,44592,57049,47.56,43.27,93752,131847,45,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2010 (2004),20,Telangana,Medak,27072,51446,25.61,31.43,26123,41445,24.72,25.32,52497,70776,49.67,43.24,105692,163667,55,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2011 (2004),20,Telangana,Medak,26890,53820,24.1,29.5,27966,47012,25.06,25.77,56739,81593,50.84,44.73,111595,182425,60,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2012 (2004),20,Telangana,Medak,28619,63705,24.59,30.85,27128,48945,23.3,23.71,60660,93820,52.11,45.44,116406,206470,67,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
57,2013 (2004),20,Telangana,Medak,30180,73039,24.62,31.35,27525,52123,22.46,22.37,64869,107807,52.92,46.28,122574,232969,74,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379
59,2007 (2004),20,Telangana,Nalgonda,34407,42467,34.54,35.28,24244,30824,24.34,25.6,40965,47096,41.12,39.12,99616,120388,36,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2008 (2004),20,Telangana,Nalgonda,36130,51111,33.77,35.76,25585,36129,23.91,25.28,45288,55686,42.32,38.96,107003,142926,42,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2009 (2004),20,Telangana,Nalgonda,34579,55092,31.07,34.58,26594,39573,23.9,24.84,50115,64647,45.03,40.58,111287,159312,46,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2010 (2004),20,Telangana,Nalgonda,35541,67552,28.43,34.19,29019,47608,23.22,24.09,60437,82441,48.35,41.72,124997,197602,57,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2011 (2004),20,Telangana,Nalgonda,35628,71296,26.69,32.0,31481,54600,23.58,24.5,66387,96928,49.73,43.5,133496,222824,64,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2012 (2004),20,Telangana,Nalgonda,38273,85198,26.99,33.04,31152,58090,21.97,22.53,72401,114586,51.05,44.43,141825,257874,73,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
59,2013 (2004),20,Telangana,Nalgonda,40739,98641,27.16,33.65,31318,61494,20.88,20.98,77942,132971,51.96,45.37,149999,293105,83,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244
60,2007 (2004),20,Telangana,Warangal,41603,51420,36.2,37.17,19531,24813,17.0,17.94,53785,62094,46.8,44.89,114919,138327,41,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2008 (2004),20,Telangana,Warangal,41490,58736,33.68,35.89,20556,29109,16.69,17.79,61131,75811,49.63,46.32,123177,163655,48,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2009 (2004),20,Telangana,Warangal,37335,59439,30.03,33.39,21041,31503,16.92,17.7,65966,87064,53.05,48.91,124342,178005,52,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2010 (2004),20,Telangana,Warangal,41478,78971,29.37,35.04,22868,37862,16.19,16.8,76894,108557,54.44,48.16,141240,225390,65,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2011 (2004),20,Telangana,Warangal,41616,83556,27.46,32.74,25304,44019,16.69,17.25,84653,127644,55.85,50.01,151572,255219,73,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2012 (2004),20,Telangana,Warangal,44758,100026,27.79,33.75,25243,47439,15.67,16.01,91039,148911,56.53,50.24,161040,296376,83,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
60,2013 (2004),20,Telangana,Warangal,47712,115999,27.9,34.07,25470,50506,14.89,14.83,97818,173985,57.2,51.1,170999,340489,95,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509
61,2007 (2004),20,Telangana,Khammam,30876,38016,35.75,36.33,18869,24445,21.85,23.36,36619,42191,42.4,40.32,86363,104652,39,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2008 (2004),20,Telangana,Khammam,30933,43445,34.69,36.43,18995,27410,21.3,22.98,39240,48412,44.01,40.59,89169,119267,44,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2009 (2004),20,Telangana,Khammam,24833,38913,28.59,31.21,19715,30126,22.7,24.16,42319,55636,48.72,44.63,86866,124674,45,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2010 (2004),20,Telangana,Khammam,24010,44692,25.66,30.12,21319,35818,22.78,24.14,48248,67874,51.56,45.74,93577,148384,53,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2011 (2004),20,Telangana,Khammam,23523,46381,24.19,28.39,22364,40205,23.0,24.61,51337,76781,52.8,47.0,97225,163366,58,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2012 (2004),20,Telangana,Khammam,24590,53743,24.01,28.75,23026,44521,22.48,23.82,54820,88677,53.52,47.44,102436,186941,66,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
61,2013 (2004),20,Telangana,Khammam,25485,60306,23.91,28.78,22817,46549,21.41,22.22,58266,102657,54.67,49.0,106568,209512,74,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335
62,2007 (2004),20,Telangana,Karimnagar,43613,53815,34.85,35.4,31447,40844,25.13,26.87,50076,57349,40.02,37.73,125136,152007,42,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2008 (2004),20,Telangana,Karimnagar,42037,59397,33.37,35.17,30772,44361,24.42,26.27,53180,65104,42.21,38.55,125989,168862,46,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2009 (2004),20,Telangana,Karimnagar,35407,56173,28.74,31.83,31646,48325,25.69,27.39,56143,71955,45.57,40.78,123196,176453,48,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2010 (2004),20,Telangana,Karimnagar,30978,58240,23.91,28.77,34327,57049,26.5,28.18,64241,87148,49.59,43.05,129546,202436,54,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2011 (2004),20,Telangana,Karimnagar,31545,62466,23.1,27.68,37204,65422,27.25,28.99,67799,97803,49.65,43.33,136549,225691,60,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2012 (2004),20,Telangana,Karimnagar,34332,75527,23.8,29.16,37982,71544,26.34,27.62,71908,111966,49.86,43.22,144222,259038,68,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
62,2013 (2004),20,Telangana,Karimnagar,37024,88511,24.64,30.57,36835,72625,24.52,25.08,76384,128447,50.84,44.36,150243,289582,75,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413
63,2007 (2004),20,Telangana,Adilabad,24161,29591,27.67,27.76,31794,41101,36.42,38.55,31349,35919,35.91,33.69,87304,106611,40,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2008 (2004),20,Telangana,Adilabad,23668,32957,26.55,27.54,32214,46043,36.13,38.48,33274,40663,37.32,33.98,89156,119662,45,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2009 (2004),20,Telangana,Adilabad,17067,26240,19.84,21.54,33377,50036,38.8,41.08,35569,45536,41.35,37.38,86013,121812,45,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2010 (2004),20,Telangana,Adilabad,18227,33243,19.14,22.52,36549,59656,38.38,40.41,40444,54718,42.47,37.07,95219,147616,54,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2011 (2004),20,Telangana,Adilabad,17957,34623,17.7,20.8,41206,70956,40.61,42.62,42294,60912,41.69,36.59,101457,166491,61,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2012 (2004),20,Telangana,Adilabad,18795,39981,18.17,21.91,40356,73778,39.01,40.43,44288,68737,42.82,37.66,103439,182496,66,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
63,2013 (2004),20,Telangana,Adilabad,19505,44739,18.47,22.62,39348,74856,37.26,37.85,46757,78154,44.27,39.52,105610,197749,71,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176
65,2007 (2004),5,Karnataka,Kolar,5717,7144,24.15,25.28,4619,5815,19.51,20.58,13335,15300,56.33,54.14,23671,28260,19,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2008 (2004),5,Karnataka,Kolar,5704,7463,24.15,24.78,4083,5582,17.29,18.54,13828,17069,58.56,56.68,23615,30113,20,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2009 (2004),5,Karnataka,Kolar,5688,7667,24.17,24.2,4184,5945,17.78,18.76,13664,18075,58.06,57.04,23536,31687,21,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2010 (2004),5,Karnataka,Kolar,6043,9602,23.99,25.55,4277,6836,16.98,18.19,14870,21145,59.03,56.26,25190,37583,25,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2011 (2004),5,Karnataka,Kolar,5442,9355,21.61,23.42,4042,7037,16.05,17.62,15700,23550,62.34,58.96,25183,39942,26,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2012 (2004),5,Karnataka,Kolar,5176,9841,20.29,22.38,3984,7375,15.62,16.77,16345,26760,64.09,60.85,25505,43975,28,Karnataka,Kolar,13.312799881235172,78.01376947743476
65,2013 (2004),5,Karnataka,Kolar,5261,10475,20.21,21.97,3969,7720,15.25,16.19,16803,29491,64.55,61.84,26033,47687,30,Karnataka,Kolar,13.312799881235172,78.01376947743476
66,2007 (2004),5,Karnataka,Tumkur,13074,16204,21.73,22.44,16015,19518,26.62,27.02,31073,36501,51.65,50.54,60162,72223,27,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2008 (2004),5,Karnataka,Tumkur,12548,16236,20.78,20.85,16148,21499,26.74,27.61,31702,40131,52.49,51.54,60398,77865,29,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2009 (2004),5,Karnataka,Tumkur,15117,20521,23.66,23.28,16710,22965,26.16,26.05,32061,44665,50.18,50.67,63888,88150,33,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2010 (2004),5,Karnataka,Tumkur,19430,30780,27.2,28.28,18668,27834,26.14,25.57,33329,50244,46.66,46.16,71427,108858,41,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2011 (2004),5,Karnataka,Tumkur,16838,29517,24.21,25.78,18229,29504,26.21,25.77,34476,55460,49.57,48.44,69544,114481,43,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2012 (2004),5,Karnataka,Tumkur,15469,30033,22.47,24.38,17985,30806,26.13,25.01,35382,62329,51.4,50.6,68836,123168,46,Karnataka,Tumkur,13.592467760074973,77.02297966260545
66,2013 (2004),5,Karnataka,Tumkur,15401,30961,21.99,23.13,17973,32540,25.66,24.31,36675,70359,52.36,52.56,70049,133860,50,Karnataka,Tumkur,13.592467760074973,77.02297966260545
67,2007 (2004),5,Karnataka,Mysore,19946,24432,19.19,19.87,28425,33886,27.34,27.56,55590,64630,53.47,52.57,103962,122948,43,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2008 (2004),5,Karnataka,Mysore,20281,25749,18.52,18.54,29283,37794,26.73,27.22,59973,75328,54.75,54.24,109537,138871,48,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2009 (2004),5,Karnataka,Mysore,21519,29417,19.21,19.19,29117,38805,26.0,25.32,61368,85042,54.79,55.49,112004,153265,52,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2010 (2004),5,Karnataka,Mysore,25759,40810,20.79,21.9,31617,45213,25.52,24.26,66506,100356,53.68,53.85,123882,186379,63,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2011 (2004),5,Karnataka,Mysore,23429,41534,18.46,19.98,31728,49655,25.0,23.89,71751,116666,56.54,56.13,126909,207855,69,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2012 (2004),5,Karnataka,Mysore,22546,44387,17.04,18.82,32715,53522,24.73,22.69,77034,137968,58.23,58.49,132295,235876,78,Karnataka,Mysore,12.248100259403367,76.52881802853437
67,2013 (2004),5,Karnataka,Mysore,23685,48008,17.13,18.09,32660,56199,23.62,21.18,81955,161141,59.26,60.73,138300,265348,86,Karnataka,Mysore,12.248100259403367,76.52881802853437
68,2007 (2004),5,Karnataka,Mandya,11818,14552,28.07,28.72,7360,9057,17.48,17.87,22918,27063,54.44,53.41,42096,50672,28,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2008 (2004),5,Karnataka,Mandya,12094,15476,27.69,27.5,7257,9748,16.62,17.32,24319,31048,55.69,55.18,43669,56271,31,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2009 (2004),5,Karnataka,Mandya,12730,17360,27.88,27.2,7636,10606,16.73,16.62,25288,35866,55.39,56.19,45653,63832,36,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2010 (2004),5,Karnataka,Mandya,14868,23580,29.77,30.44,8420,12749,16.86,16.46,26661,41145,53.38,53.11,49949,77475,43,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2011 (2004),5,Karnataka,Mandya,13127,23134,26.19,27.32,8243,13591,16.45,16.05,28746,47948,57.36,56.63,50115,84674,47,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2012 (2004),5,Karnataka,Mandya,12260,23969,23.96,25.3,8387,14702,16.39,15.52,30513,56077,59.64,59.19,51159,94748,52,Karnataka,Mandya,12.574901806239744,76.81570098522172
68,2013 (2004),5,Karnataka,Mandya,12438,25136,23.65,24.01,8422,15601,16.01,14.9,31734,63956,60.34,61.09,52595,104693,58,Karnataka,Mandya,12.574901806239744,76.81570098522172
69,2007 (2004),5,Karnataka,Hassan,18213,22315,36.58,37.47,9249,11194,18.57,18.79,22332,26050,44.85,43.74,49794,59559,34,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2008 (2004),5,Karnataka,Hassan,18911,23998,36.64,36.49,9024,11934,17.49,18.15,23671,29834,45.87,45.36,51607,65766,37,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2009 (2004),5,Karnataka,Hassan,23690,32377,41.17,40.84,9181,12556,15.96,15.84,24673,34353,42.88,43.33,57543,79285,45,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2010 (2004),5,Karnataka,Hassan,29906,47315,45.22,46.49,9977,14675,15.09,14.42,26252,39786,39.69,39.09,66135,101776,57,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2011 (2004),5,Karnataka,Hassan,26863,47684,41.23,43.31,10001,16154,15.35,14.67,28285,46249,43.42,42.01,65148,110087,62,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2012 (2004),5,Karnataka,Hassan,25571,50387,39.01,41.35,9702,16772,14.8,13.76,30282,54704,46.19,44.89,65556,121863,68,Karnataka,Hassan,12.945098749999998,76.11049549999997
69,2013 (2004),5,Karnataka,Hassan,26618,53923,39.35,40.34,9590,17593,14.18,13.16,31436,62158,46.47,46.5,67644,133675,75,Karnataka,Hassan,12.945098749999998,76.11049549999997
