Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs),State,District,Latitude,Longitude
150,2012 (2004),10,Rajasthan,Ganganagar,38299,104679,38.98,49.27,12772,22272,13.0,10.48,47190,85506,48.03,40.25,98261,212457,107,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948
150,2013 (2004),10,Rajasthan,Ganganagar,39229,118350,38.26,49.42,13083,24680,12.76,10.31,50220,96461,48.98,40.28,102533,239491,119,Rajasthan,Ganganagar,29.256785412667963,73.56192303262948
151,2007 (2004),10,Rajasthan,Jaipur,18852,25663,7.44,8.59,103675,122894,40.94,41.14,130690,150140,51.61,50.26,253217,298697,49,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2008 (2004),10,Rajasthan,Jaipur,19210,28468,6.8,7.89,113779,147205,40.25,40.81,149718,185012,52.96,51.29,282707,360685,58,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2009 (2004),10,Rajasthan,Jaipur,27836,45634,8.8,10.49,127616,171286,40.34,39.38,160917,218064,50.86,50.13,316369,434984,69,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2010 (2004),10,Rajasthan,Jaipur,51595,95362,14.64,17.81,123578,179598,35.07,33.54,177179,260504,50.28,48.65,352352,535465,83,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2011 (2004),10,Rajasthan,Jaipur,49721,121255,13.43,19.42,126433,197644,34.15,31.65,194103,305618,52.42,48.94,370257,624517,94,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2012 (2004),10,Rajasthan,Jaipur,48055,131138,12.46,18.61,129332,215652,33.55,30.6,208135,358019,53.99,50.8,385522,704808,104,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
151,2013 (2004),10,Rajasthan,Jaipur,46412,140081,11.55,17.89,131151,232618,32.64,29.7,224217,410522,55.81,52.41,401780,783222,113,Rajasthan,Jaipur,27.033459290187885,75.77117286012533
152,2007 (2004),10,Rajasthan,Jaisalmer,6466,8845,31.27,34.42,4280,4992,20.7,19.42,9929,11864,48.02,46.16,20675,25701,43,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2008 (2004),10,Rajasthan,Jaisalmer,6792,10066,29.97,32.85,4357,5876,19.22,19.18,11516,14699,50.81,47.97,22664,30640,50,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2009 (2004),10,Rajasthan,Jaisalmer,7712,12594,32.18,35.58,4694,6623,19.59,18.71,11560,16175,48.23,45.7,23966,35392,56,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2010 (2004),10,Rajasthan,Jaisalmer,9086,16803,32.72,36.37,5738,9127,20.67,19.75,12942,20273,46.61,43.88,27765,46203,71,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2011 (2004),10,Rajasthan,Jaisalmer,9141,22311,31.36,39.92,6211,10839,21.31,19.39,13800,22740,47.34,40.69,29152,55890,83,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2012 (2004),10,Rajasthan,Jaisalmer,9221,25193,30.43,39.59,6853,12784,22.62,20.09,14226,25659,46.95,40.32,30300,63636,92,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
152,2013 (2004),10,Rajasthan,Jaisalmer,9294,28088,29.4,39.63,7384,14524,23.36,20.49,14934,28262,47.24,39.88,31613,70873,100,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
154,2007 (2004),10,Rajasthan,Jhalawar,6850,9302,32.29,35.33,5320,6283,25.07,23.86,9047,10745,42.64,40.81,21217,26329,20,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2008 (2004),10,Rajasthan,Jhalawar,7075,10506,30.56,33.46,5639,7506,24.35,23.91,10441,13383,45.09,42.63,23154,31394,23,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2009 (2004),10,Rajasthan,Jhalawar,9096,15033,33.74,37.46,6495,9038,24.09,22.52,11365,16059,42.16,40.02,26956,40130,29,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2010 (2004),10,Rajasthan,Jhalawar,15867,29481,43.11,47.53,7069,10886,19.2,17.55,13874,21663,37.69,34.92,36810,62030,45,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2011 (2004),10,Rajasthan,Jhalawar,15637,38308,40.29,49.63,7407,12445,19.08,16.12,15767,26433,40.63,34.25,38811,77186,55,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2012 (2004),10,Rajasthan,Jhalawar,15453,42184,37.88,47.51,7929,14317,19.43,16.13,17416,32285,42.69,36.36,40799,88785,62,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
154,2013 (2004),10,Rajasthan,Jhalawar,15265,46166,35.85,46.27,8325,16065,19.55,16.1,18993,37535,44.6,37.62,42583,99766,68,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065
156,2007 (2004),10,Rajasthan,Jodhpur,13386,18235,15.61,17.76,31496,37020,36.74,36.06,40851,47403,47.65,46.18,85733,102657,31,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2008 (2004),10,Rajasthan,Jodhpur,13639,20246,14.56,16.63,33704,43795,35.97,35.98,46363,57693,49.48,47.39,93706,121734,36,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2009 (2004),10,Rajasthan,Jodhpur,13724,22689,13.59,16.1,38418,51870,38.05,36.81,48824,66340,48.36,47.08,100966,140898,40,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2010 (2004),10,Rajasthan,Jodhpur,16501,30844,14.71,17.84,40438,60092,36.05,34.76,55236,81934,49.24,47.4,112175,172870,48,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2011 (2004),10,Rajasthan,Jodhpur,16576,40821,14.08,20.21,41370,66883,35.13,33.12,59806,94240,50.79,46.67,117752,201944,55,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2012 (2004),10,Rajasthan,Jodhpur,16698,45582,13.47,19.79,44002,75990,35.49,32.98,63294,108808,51.05,47.23,123994,230380,61,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
156,2013 (2004),10,Rajasthan,Jodhpur,16808,50931,12.93,19.85,45673,83356,35.14,32.48,67475,122355,51.92,47.68,129956,256642,66,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
157,2007 (2004),10,Rajasthan,Kota,10189,13915,14.36,16.34,31374,36942,44.23,43.38,29377,34302,41.41,40.28,70939,85160,48,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2008 (2004),10,Rajasthan,Kota,10738,15913,13.71,15.59,33680,43476,42.99,42.58,33926,42715,43.3,41.84,78345,102103,56,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2009 (2004),10,Rajasthan,Kota,11421,18705,13.35,15.64,37476,50042,43.79,41.85,36680,50814,42.86,42.5,85577,119561,64,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2010 (2004),10,Rajasthan,Kota,13449,24941,14.65,17.7,37357,54530,40.7,38.71,40988,61405,44.65,43.59,91794,140876,74,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2011 (2004),10,Rajasthan,Kota,13558,33150,14.53,20.59,36041,57398,38.62,35.66,43721,70426,46.85,43.75,93320,160974,83,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2012 (2004),10,Rajasthan,Kota,13707,37411,14.02,20.39,37415,63598,38.28,34.66,46625,82499,47.7,44.96,97747,183508,92,Rajasthan,Kota,25.175718080000014,76.18618928000001
157,2013 (2004),10,Rajasthan,Kota,13851,41846,13.49,20.3,38937,70118,37.92,34.02,49900,94135,48.59,45.67,102688,206099,101,Rajasthan,Kota,25.175718080000014,76.18618928000001
158,2007 (2004),10,Rajasthan,Nagaur,16112,21954,27.16,30.09,16991,19953,28.64,27.34,26217,31062,44.2,42.57,59320,72969,24,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2008 (2004),10,Rajasthan,Nagaur,16874,25019,26.2,28.95,18042,23873,28.01,27.62,29490,37539,45.79,43.43,64407,86432,28,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2009 (2004),10,Rajasthan,Nagaur,11128,18511,17.63,20.41,20542,28313,32.54,31.21,31452,43885,49.83,48.38,63121,90709,28,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2010 (2004),10,Rajasthan,Nagaur,13007,24500,17.87,21.14,22649,34685,31.12,29.93,37135,56711,51.02,48.93,72791,115896,36,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2011 (2004),10,Rajasthan,Nagaur,13163,32600,17.66,24.32,20344,34684,27.29,25.87,41050,66772,55.06,49.81,74556,134056,41,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2012 (2004),10,Rajasthan,Nagaur,13356,36369,16.9,23.49,21826,39885,27.61,25.76,43855,78590,55.49,50.75,79037,154844,46,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
158,2013 (2004),10,Rajasthan,Nagaur,13534,41004,16.1,23.32,23218,45033,27.62,25.61,47310,89812,56.28,51.07,84061,175849,51,Rajasthan,Nagaur,27.07862016048146,74.14215667001012
159,2007 (2004),10,Rajasthan,Pali,13071,17648,24.73,27.33,17473,20471,33.05,31.71,22318,26446,42.22,40.96,52862,64565,33,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2008 (2004),10,Rajasthan,Pali,15099,22476,26.02,28.84,18501,24380,31.89,31.28,24422,31080,42.09,39.88,58022,77936,40,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2009 (2004),10,Rajasthan,Pali,17355,29072,27.22,31.2,20469,28031,32.11,30.08,25923,36077,40.66,38.72,63748,93180,47,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2010 (2004),10,Rajasthan,Pali,17797,33854,25.62,29.9,22666,34592,32.63,30.55,29008,44785,41.76,39.55,69471,113230,56,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2011 (2004),10,Rajasthan,Pali,18344,45799,24.67,33.12,24602,40938,33.09,29.61,31411,51544,42.24,37.28,74357,138280,68,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2012 (2004),10,Rajasthan,Pali,18977,51743,24.39,32.89,26358,46935,33.88,29.83,32466,58654,41.73,37.28,77801,157332,76,Rajasthan,Pali,25.80490393541874,73.55285640766907
159,2013 (2004),10,Rajasthan,Pali,19693,59888,24.26,33.91,27614,52008,34.02,29.45,33870,64730,41.72,36.65,81177,176626,85,Rajasthan,Pali,25.80490393541874,73.55285640766907
161,2007 (2004),10,Rajasthan,Sikar,10603,14444,20.61,22.93,14281,17124,27.76,27.18,26566,31438,51.63,49.9,51450,63005,25,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2008 (2004),10,Rajasthan,Sikar,10792,16018,19.81,22.06,13993,18912,25.69,26.04,29681,37683,54.49,51.9,54467,72613,28,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2009 (2004),10,Rajasthan,Sikar,9288,15395,16.51,19.03,15599,21923,27.72,27.09,31378,43594,55.77,53.88,56264,80912,31,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2010 (2004),10,Rajasthan,Sikar,11125,20845,17.5,20.52,15863,24354,24.95,23.97,36589,56383,57.55,55.5,63576,101583,39,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2011 (2004),10,Rajasthan,Sikar,10564,26091,15.87,22.04,15342,25733,23.05,21.74,40659,66554,61.08,56.22,66565,118378,44,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2012 (2004),10,Rajasthan,Sikar,10061,27451,14.59,20.54,15389,27893,22.32,20.88,43501,78272,63.09,58.58,68951,133616,49,Rajasthan,Sikar,27.64644058641976,75.29317422839503
161,2013 (2004),10,Rajasthan,Sikar,9577,29058,13.35,19.59,15744,31009,21.95,20.91,46415,88260,64.7,59.5,71736,148326,54,Rajasthan,Sikar,27.64644058641976,75.29317422839503
162,2007 (2004),10,Rajasthan,Sirohi,7548,10014,22.93,24.99,11937,14096,36.26,35.17,13438,15968,40.82,39.84,32923,40078,42,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2008 (2004),10,Rajasthan,Sirohi,7136,10716,20.72,23.42,12697,16467,36.88,35.99,14599,18573,42.4,40.59,34432,45756,47,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2009 (2004),10,Rajasthan,Sirohi,6126,11089,17.35,21.78,13797,18427,39.08,36.19,15382,21403,43.57,42.03,35306,50919,51,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2010 (2004),10,Rajasthan,Sirohi,6685,13708,18.06,22.98,13486,19658,36.44,32.96,16838,26285,45.5,44.07,37009,59650,59,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2011 (2004),10,Rajasthan,Sirohi,6569,17529,17.68,26.03,12321,19744,33.16,29.32,18264,30075,49.16,44.66,37154,67347,65,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2012 (2004),10,Rajasthan,Sirohi,6479,17547,17.15,24.05,12559,21546,33.24,29.54,18744,33856,49.61,46.41,37782,72948,69,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
162,2013 (2004),10,Rajasthan,Sirohi,6510,20242,16.91,25.29,12648,23122,32.85,28.89,19343,36682,50.24,45.83,38501,80046,74,Rajasthan,Sirohi,24.7976905263158,72.75309131578943
163,2007 (2004),10,Rajasthan,Tonk,8493,11584,30.17,33.29,6823,8109,24.24,23.31,12830,15102,45.58,43.4,28146,34795,26,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2008 (2004),10,Rajasthan,Tonk,8593,12738,28.34,31.3,7248,9650,23.9,23.72,14480,18304,47.75,44.98,30322,40691,30,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2009 (2004),10,Rajasthan,Tonk,11188,18332,32.19,35.99,7710,10605,22.18,20.82,15862,22004,45.63,43.2,34760,50941,37,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2010 (2004),10,Rajasthan,Tonk,22725,41956,45.5,51.15,8143,12284,16.3,14.98,19074,27785,38.19,33.87,49942,82024,59,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2011 (2004),10,Rajasthan,Tonk,23425,57061,43.84,54.67,8700,14279,16.28,13.68,21307,33031,39.88,31.65,53432,104371,73,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2012 (2004),10,Rajasthan,Tonk,24209,66116,43.06,54.6,8658,15306,15.4,12.64,23348,39675,41.53,32.76,56216,121097,84,Rajasthan,Tonk,26.153935071707927,75.79192216427637
163,2013 (2004),10,Rajasthan,Tonk,24996,75446,42.02,54.54,8823,16754,14.83,12.11,25672,46136,43.15,33.35,59490,138336,94,Rajasthan,Tonk,26.153935071707927,75.79192216427637
164,2007 (2004),10,Rajasthan,Udaipur,13014,17507,16.92,18.99,30657,35813,39.87,38.84,33230,38888,43.21,42.17,76902,92208,33,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2008 (2004),10,Rajasthan,Udaipur,13536,20119,16.38,18.52,32184,42123,38.94,38.77,36924,46404,44.68,42.71,82644,108646,38,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2009 (2004),10,Rajasthan,Udaipur,15177,25513,16.87,20.01,35279,47827,39.21,37.5,39517,54188,43.92,42.49,89973,127528,43,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2010 (2004),10,Rajasthan,Udaipur,28124,52770,24.99,29.3,39132,59204,34.78,32.87,45273,68139,40.23,37.83,112528,180113,60,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2011 (2004),10,Rajasthan,Udaipur,27370,67573,22.58,30.82,43187,71321,35.63,32.53,50645,80325,41.79,36.64,121203,219219,71,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2012 (2004),10,Rajasthan,Udaipur,26723,72749,21.1,29.45,46326,81746,36.58,33.09,53589,92524,42.32,37.46,126638,247018,79,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
164,2013 (2004),10,Rajasthan,Udaipur,26114,79022,19.84,28.94,48652,90414,36.97,33.11,56825,103611,43.18,37.95,131590,273047,85,Rajasthan,Udaipur,24.44076752136749,73.84029839743584
165,2007 (2004),9,Punjab,Gurdaspur,20955,29410,26.22,29.65,18016,20330,22.54,20.49,40950,49464,51.24,49.86,79920,99203,45,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2008 (2004),9,Punjab,Gurdaspur,21299,34186,25.26,30.07,18618,22059,22.08,19.4,44403,57432,52.66,50.52,84320,113677,51,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2009 (2004),9,Punjab,Gurdaspur,26410,47427,27.61,34.07,19842,25164,20.75,18.08,49387,66609,51.64,47.85,95640,139199,62,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2010 (2004),9,Punjab,Gurdaspur,20980,40988,22.5,28.29,20452,27257,21.93,18.81,51827,76626,55.57,52.89,93259,144871,64,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2011 (2004),9,Punjab,Gurdaspur,21164,44673,21.42,27.23,21397,29888,21.66,18.22,56247,89485,56.93,54.55,98807,164046,71,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2012 (2004),9,Punjab,Gurdaspur,21119,48454,20.46,26.39,21993,32118,21.31,17.5,60098,103009,58.23,56.11,103210,183581,79,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
165,2013 (2004),9,Punjab,Gurdaspur,21080,51199,19.76,25.38,21776,33066,20.42,16.39,63803,117459,59.82,58.23,106658,201723,86,Punjab,Gurdaspur,32.04283371212125,75.3204064393939
166,2007 (2004),9,Punjab,Amritsar,20987,29396,26.11,29.88,22844,26117,28.42,26.55,36549,42852,45.47,43.56,80381,98366,42,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2008 (2004),9,Punjab,Amritsar,21221,33626,25.11,30.22,23539,28011,27.85,25.17,39763,49648,47.04,44.61,84522,111285,47,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2009 (2004),9,Punjab,Amritsar,25788,45359,27.17,33.7,25307,31811,26.67,23.63,43805,57429,46.16,42.67,94900,134598,56,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2010 (2004),9,Punjab,Amritsar,21327,40644,22.28,28.23,26501,35069,27.68,24.36,47907,68263,50.04,47.41,95735,143976,59,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2011 (2004),9,Punjab,Amritsar,21465,44353,20.85,26.99,26931,37571,26.16,22.86,54560,82434,52.99,50.15,102956,164359,66,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2012 (2004),9,Punjab,Amritsar,21365,48013,19.84,26.13,27758,40510,25.77,22.05,58589,95207,54.39,51.82,107712,183730,72,Punjab,Amritsar,31.548679820627772,74.79883856502238
166,2013 (2004),9,Punjab,Amritsar,21274,50541,18.78,24.82,27642,41893,24.4,20.57,64380,111235,56.82,54.62,113296,203669,79,Punjab,Amritsar,31.548679820627772,74.79883856502238
167,2007 (2004),9,Punjab,Kapurthala,9631,13499,25.79,29.44,10391,12110,27.83,26.41,17319,20248,46.38,44.15,37341,45857,58,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2008 (2004),9,Punjab,Kapurthala,9930,15751,25.15,30.17,10861,13209,27.51,25.3,18686,23249,47.34,44.53,39476,52210,66,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2009 (2004),9,Punjab,Kapurthala,9171,16171,21.91,27.48,11934,15461,28.51,26.27,20751,27225,49.58,46.26,41856,58856,73,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2010 (2004),9,Punjab,Kapurthala,9100,17364,20.76,26.22,12586,17146,28.71,25.89,22154,31716,50.53,47.89,43841,66226,82,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2011 (2004),9,Punjab,Kapurthala,9145,18913,19.79,25.43,12846,18384,27.8,24.72,24221,37066,52.41,49.85,46212,74362,91,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2012 (2004),9,Punjab,Kapurthala,9087,20432,18.93,24.84,12969,19349,27.01,23.52,25954,42479,54.06,51.64,48010,82260,100,Punjab,Kapurthala,31.336592638036837,75.47641165644177
167,2013 (2004),9,Punjab,Kapurthala,9031,21463,17.88,23.7,12610,19533,24.97,21.57,28855,49580,57.14,54.74,50497,90576,109,Punjab,Kapurthala,31.336592638036837,75.47641165644177
168,2007 (2004),9,Punjab,Jalandhar,14230,19985,14.07,16.61,32906,38288,32.54,31.83,53976,62027,53.38,51.56,101113,120299,57,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2008 (2004),9,Punjab,Jalandhar,14172,22685,13.33,16.82,33746,40858,31.73,30.29,58431,71326,54.94,52.89,106350,134868,64,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2009 (2004),9,Punjab,Jalandhar,14453,25891,12.71,16.9,36256,46460,31.87,30.33,63049,80834,55.42,52.77,113757,153184,71,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2010 (2004),9,Punjab,Jalandhar,14450,27978,12.15,16.29,37226,50145,31.3,29.2,67267,93591,56.55,54.5,118943,171714,79,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2011 (2004),9,Punjab,Jalandhar,14185,29720,11.34,15.52,36617,51856,29.26,27.08,74328,109924,59.4,57.4,125130,191499,87,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2012 (2004),9,Punjab,Jalandhar,13772,31369,10.5,14.75,37254,55130,28.4,25.93,80170,126112,61.11,59.32,131196,212611,96,Punjab,Jalandhar,31.250336907216507,75.54400350515463
168,2013 (2004),9,Punjab,Jalandhar,13372,32230,9.73,13.78,36676,56352,26.69,24.1,87377,145264,63.58,62.12,137425,233845,104,Punjab,Jalandhar,31.250336907216507,75.54400350515463
169,2007 (2004),9,Punjab,Hoshiarpur,13590,19105,24.11,27.62,15278,17577,27.11,25.41,27492,32484,48.78,46.96,56360,69167,45,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2008 (2004),9,Punjab,Hoshiarpur,13339,22189,22.82,28.44,15744,18938,26.93,24.27,29378,36892,50.25,47.29,58461,78018,50,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2009 (2004),9,Punjab,Hoshiarpur,13065,25633,20.76,28.23,17003,21803,27.01,24.01,32873,43354,52.23,47.75,62941,90790,58,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2010 (2004),9,Punjab,Hoshiarpur,13801,28770,20.85,28.15,17737,23937,26.8,23.42,34656,49497,52.35,48.43,66195,102203,65,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2011 (2004),9,Punjab,Hoshiarpur,13654,30501,20.4,27.75,15798,22408,23.61,20.39,37473,57011,55.99,51.87,66924,109920,69,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2012 (2004),9,Punjab,Hoshiarpur,13407,32562,19.17,26.74,16245,24067,23.23,19.76,40282,65152,57.6,53.5,69933,121781,76,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
169,2013 (2004),9,Punjab,Hoshiarpur,13210,34165,18.34,25.87,15866,24415,22.02,18.49,42963,73499,59.64,55.65,72039,132079,82,Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
171,2007 (2004),9,Punjab,Ludhiana,33286,46618,14.8,17.13,103710,120951,46.12,44.43,87868,104648,39.08,38.44,224864,272217,82,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2008 (2004),9,Punjab,Ludhiana,33873,53612,14.18,17.47,108326,130245,45.36,42.44,96614,123034,40.46,40.09,238812,306891,92,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2009 (2004),9,Punjab,Ludhiana,31367,55141,12.24,15.93,120268,150058,46.95,43.35,104550,140916,40.81,40.71,256185,346115,102,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2010 (2004),9,Punjab,Ludhiana,33283,63330,11.74,15.33,130880,172027,46.18,41.65,119230,177663,42.07,43.02,283394,413019,120,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2011 (2004),9,Punjab,Ludhiana,34249,70692,10.89,14.38,143596,200833,45.66,40.85,136675,220156,43.45,44.78,314521,491680,141,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2012 (2004),9,Punjab,Ludhiana,34855,78265,10.39,13.95,150396,220157,44.83,39.25,150235,262478,44.78,46.8,335485,560900,158,Punjab,Ludhiana,30.76596397379912,75.83110851528383
171,2013 (2004),9,Punjab,Ludhiana,35490,84269,10.16,13.54,148902,225858,42.63,36.29,164924,312326,47.21,50.18,349316,622453,173,Punjab,Ludhiana,30.76596397379912,75.83110851528383
175,2007 (2004),9,Punjab,Sangrur,25893,36353,42.06,46.31,14397,16365,23.38,20.85,21279,25777,34.56,32.84,61569,78495,50,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2008 (2004),9,Punjab,Sangrur,26079,41428,40.48,46.36,15028,17813,23.33,19.93,23310,30128,36.19,33.71,64417,89368,56,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2009 (2004),9,Punjab,Sangrur,20113,35566,32.12,38.85,16216,20369,25.9,22.25,26281,35619,41.98,38.91,62610,91553,57,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2010 (2004),9,Punjab,Sangrur,20451,39109,30.58,37.2,17247,22793,25.79,21.68,29173,43240,43.63,41.13,66870,105141,64,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2011 (2004),9,Punjab,Sangrur,20487,42456,28.6,35.28,19301,27002,26.94,22.44,31851,50894,44.46,42.29,71639,120351,73,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2012 (2004),9,Punjab,Sangrur,20286,45690,27.06,33.89,20063,29345,26.76,21.77,34626,59786,46.18,44.34,74975,134822,81,Punjab,Sangrur,30.185045204336895,75.89437014178496
175,2013 (2004),9,Punjab,Sangrur,20085,47808,26.05,32.56,19902,30219,25.82,20.58,37104,68803,48.13,46.86,77091,146830,87,Punjab,Sangrur,30.185045204336895,75.89437014178496
176,2007 (2004),9,Punjab,Patiala,18703,26264,19.0,21.88,36882,41253,37.47,34.37,42841,52522,43.53,43.75,98426,120039,68,Punjab,Patiala,30.214540380693364,76.27505893949697
176,2008 (2004),9,Punjab,Patiala,18808,30047,17.79,21.67,39317,45947,37.19,33.14,47589,62634,45.02,45.18,105714,138629,77,Punjab,Patiala,30.214540380693364,76.27505893949697
176,2009 (2004),9,Punjab,Patiala,24376,43334,21.07,26.49,43253,53771,37.39,32.87,48038,66498,41.53,40.65,115666,163603,90,Punjab,Patiala,30.214540380693364,76.27505893949697
176,2010 (2004),9,Punjab,Patiala,26012,50014,20.85,26.29,46873,61380,37.58,32.26,51843,78872,41.56,41.45,124728,190266,102,Punjab,Patiala,30.214540380693364,76.27505893949697
176,2011 (2004),9,Punjab,Patiala,25824,53809,20.42,26.36,41361,57491,32.71,28.16,59277,92862,46.87,45.48,126463,204161,108,Punjab,Patiala,30.214540380693364,76.27505893949697
